Manufacturers used in Items,Fabricantes usados em itens
Manufacturing,Fabricação
Manufacturing BOM,Bom manufatura
Manufacturing Date,Data de fabricação
Manufacturing Manager,Gerente de Manufatura
Manufacturing Quantity is mandatory,A quantidade de fabricação é obrigatória
Manufacturing Section,Seção de fabricação
Manufacturing Settings,Configurações de fabricação
Manufacturing Type,Tipo de fabricação
Manufacturing User,Usuário de fabricação
Mapping Purchase Receipt ...,Mapeamento de recibo de compra ...
Mapping Subcontracting Order ...,Ordem de subcontratação de mapeamento ...
Mapping {0} ...,Mapeamento {0} ...
Margin,Margem
Margin Money,Dinheiro da margem
Margin Rate or Amount,Taxa de margem ou quantidade
Margin Type,Tipo de margem
Margin View,Vista de margem
Marital Status,Estado civil
Mark As Closed,Marque como fechado
Market Segment,Segmento de mercado
Marketing,Marketing
Marketing Expenses,Despesas de marketing
Married,Casado
Mask,Máscara
Master,Mestre
Material,Material
Material Consumption,Consumo de material
Material Consumption for Manufacture,Consumo de material para fabricação
Material Consumption is not set in Manufacturing Settings.,O consumo de material não está definido nas configurações de fabricação.
Material Issue,Questão material
Material Receipt,Recibo de material
Material Request,Solicitação de material
Material Request Date,Data de solicitação do material
Material Request Detail,Detalhes da solicitação de material
Material Request Item,Item de solicitação de material
Material Request No,Solicitação de material no
Material Request Plan Item,Item do plano de solicitação de material
Material Request Type,Tipo de solicitação de material
"Material Request not created, as quantity for Raw Materials already available.","Solicitação de material não criada, como quantidade para matérias -primas já disponíveis."
Material Request of maximum {0} can be made for Item {1} against Sales Order {2},A solicitação de material do máximo {0} pode ser feita para o item {1} contra a ordem de vendas {2}
Material Request used to make this Stock Entry,Solicitação de material usada para fazer esta entrada de stock
Material Request {0} is cancelled or stopped,Solicitação de material {0} é cancelada ou parada
Material Request {0} submitted.,Solicitação de material {0} enviado.
Material Requested,Material solicitado
Material Requests,Solicitações de materiais
Material Requests Required,Solicitações de material necessário
Material Requests for which Supplier Quotations are not created,Solicitações de materiais para as quais não foram criadas cotações de fornecedores
Material Returned from WIP,Material retornado do WIP
Material Transfer,Transferência de material
Material Transfer (In Transit),Transferência de material (em trânsito)
Material Transfer for Manufacture,Transferência de material para fabricação
Material Transferred,Material transferido
Material Transferred for Manufacture,Material transferido para fabricação
Material Transferred for Manufacturing,Material transferido para manufatura
Material Transferred for Subcontract,Material transferido para subcontrato
Material to Supplier,Material para o fornecedor
Materials are already received against the {0} {1},Os materiais já são recebidos contra o {0} {1}
Materials needs to be transferred to the work in progress warehouse for the job card {0},Os materiais precisam ser transferidos para o trabalho em andamento para o cartão de trabalho {0}
Max Amount,Quantidade máxima
Max Amt,Max amt
Max Discount (%),Desconto máximo (%)
Max Grade,Grade Max
Max Qty,MAX QTY
Max Qty (As Per Stock UOM),MAX QTY (conforme o stock UOM)
Max Sample Quantity,Quantidade máxima da amostra
Max Score,Pontuação máxima
Max discount allowed for item: {0} is {1}%,O desconto máximo permitido para o item: {0} é {1}%
Max: {0},Max: {0}
Maximum Invoice Amount,Quantidade máxima da fatura
Maximum Net Rate,Taxa líquida máxima
Maximum Payment Amount,Valor máximo de pagamento
Maximum Samples - {0} can be retained for Batch {1} and Item {2}.,Amostras máximas - {0} podem ser retidas para o lote {1} e o item {2}.
Maximum Samples - {0} have already been retained for Batch {1} and Item {2} in Batch {3}.,Amostras máximas - {0} já foram retidas para o lote {1} e o item {2} em lote {3}.
Maximum Use,Uso máximo
Maximum Value,Valor máximo
Maximum discount for Item {0} is {1}%,O desconto máximo para o item {0} é {1}%
Maximum quantity scanned for item {0}.,Quantidade máxima digitalizada para o item {0}.
Maximum sample quantity that can be retained,Quantidade máxima da amostra que pode ser retida
Medium,Médio
Mention Valuation Rate in the Item master.,Mencione a taxa de avaliação no mestre do item.
Mention if non-standard Receivable account,Mencionar se conta a receber não padrão
Mention if non-standard payable account,Mencionar se conta a pagar fora do padrão
Mention if non-standard receivable account applicable,Mencionar se a conta a receber não padrão aplicável
Menu,Menu
Merge,Mesclar
Merge Account,Conta de mesclagem
Merge Invoices Based On,Mesclar faturas com base em
Merge Progress,Mesclar progresso
Merge Similar Account Heads,Mesclar cabeças de conta semelhantes
Merge taxes from multiple documents,Mesclar impostos de vários documentos
Merge with Existing Account,Fundir -se com a conta existente
Merge with existing,Fundir -se com a existência
Merged,Mesclado
"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company and Account Currency","A fusão só é possível se as propriedades seguintes forem as mesmas nos dois registros. É o grupo, o tipo de raiz, a moeda da empresa e da conta"
Merging {0} of {1},Mesclagem {0} de {1}
Message,Mensagem
Message Examples,Exemplos de mensagens
Message Sent,Mensagem enviada
Message for Supplier,Mensagem para fornecedor
Message to show,Mensagem para mostrar
Message will be sent to the users to get their status on the Project,A mensagem será enviada aos usuários para obter seu status no projeto
Messages greater than 160 characters will be split into multiple messages,Mensagens superiores a 160 caracteres serão divididas em várias mensagens
Messaging CRM Campagin,Mensagens CRM Campagin
Middle Income,Renda média
Middle Name,Nome do meio
Min Amount,Valor mínimo
Min Amt,Meu condado
Min Amt can not be greater than Max Amt,Min AMT não pode ser maior que Max AMT
Min Grade,Minha nota
Min Order Qty,Min Pedido Qtd
Min Qty,Min Qtd
Min Qty (As Per Stock UOM),Min Qtdy (conforme o stock UOM)
Min Qty can not be greater than Max Qty,Min qty não pode ser maior que o máximo de qty
Min Qty should be greater than Recurse Over Qty,Min Qty deve ser maior que recorrente sobre Qtdy
Minimum Invoice Amount,Quantidade mínima de fatura
Minimum Lead Age (Days),Idade mínima de chumbo (dias)
Minimum Net Rate,Taxa líquida mínima
Minimum Order Qty,Qtd de encomenda mínima
Minimum Order Quantity,Quantidade mínima do pedido
Minimum Payment Amount,Valor mínimo de pagamento
Minimum Qty,Qty mínimo
Minimum Total Spent,Total mínimo gasto
Minimum Value,Valor mínimo
Minimum quantity should be as per Stock UOM,A quantidade mínima deve ser conforme o stock uom
Minute,Minuto
Minutes,Minutos
Miscellaneous Expenses,Despesas diversas
Mismatch,Incompatibilidade
Missing,Ausente
Missing Account,Conta ausente
Missing Asset,Falta ativo
Missing Cost Center,Centro de custo ausente
Missing Default in Company,Falta de inadimplência na empresa
Missing Finance Book,Livro financeiro ausente
Missing Finished Good,Falta bem acabada
Missing Formula,Fórmula ausente
Missing Item,Item ausente
Missing Payments App,App de pagamentos ausentes
Missing Serial No Bundle,Falta serial sem pacote
Missing Values Required,Valores ausentes necessários
Missing email template for dispatch. Please set one in Delivery Settings.,Modelo de email ausente para despacho. Defina um nas configurações de entrega.
Missing value,Valor ausente
Mixed Conditions,Condições mistas
Mobile,Móvel
Mobile Number,Número de telemóvel
Mobile: ,Móvel:
Mode Of Payment,Modo de pagamento
Mode of Payment,Modo de pagamento
Mode of Payment Account,Modo de conta de pagamento
Mode of Payments,Modo de pagamentos
Model,Modelo
Modes of Payment,Modos de pagamento
Modified By,Modificado por
Modified On,Modificado em
Monday,Segunda-feira
Monitor Progress,Monitore o progresso
Monitor for Last 'X' days,Monitore os últimos dias 'x'
Monitoring Frequency,Frequência de monitoramento
Month,Mês
Month(s) after the end of the invoice month,Mês (s) após o final do mês da fatura
Monthly,Mensal
Monthly Completed Work Orders,Ordens de serviço preenchidas mensais
Monthly Distribution,Distribuição mensal
Monthly Distribution Percentage,Porcentagem mensal de distribuição
Monthly Distribution Percentages,Porcentagens mensais de distribuição
Monthly Quality Inspections,Inspeções mensais de qualidade
Monthly Rate,Taxa mensal
Monthly Sales Target,Meta de vendas mensais
Monthly Total Work Orders,Ordens de serviço totais mensais
Months,Meses
More Info,Mais informações
More Information,Mais informações
More/Less than 12 months.,Mais/menos de 12 meses.
Move,Mover
Move Item,Mover item
Move Stock,Mover o stock
Move to Cart,Mover para o carrinho
Movement,Movimento
Moving Average,Média móvel
Moving up in tree ...,Mudando em árvore ...
Multi Currency,Multi Moeda
Multi-level BOM Creator,Criador de Bom Multi-Lea
Multiple Loyalty Programs found for Customer {}. Please select manually.,Vários programas de fidelidade encontrados para o cliente {}. Selecione manualmente.
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}","Existe várias regras de preço com os mesmos critérios, resolva conflitos atribuindo prioridade. Regras de preço: {0}"
Multiple Tier Program,Programa de camadas múltiplas
Multiple Variants,Variantes múltiplas
Multiple Warehouse Accounts,Múltiplas contas de armazém
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,"Existem vários anos fiscais para a data {0}. Por favor, defina a empresa no ano fiscal"
Multiple items cannot be marked as finished item,Vários itens não podem ser marcados como item acabado
Must be Whole Number,Deve ser um número inteiro
Must be a publicly accessible Google Sheets URL and adding Bank Account column is necessary for importing via Google Sheets,Deve ser um URL do Google Sheets acessível ao público e a coluna de contas bancárias é necessária para importação por meio do Google Sheets
Mute Email,Email mudo
N/A,N / D
Name,Nome
Name and Employee ID,Nome e ID de funcionário
Name of Beneficiary,Nome do beneficiário
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,"Nome de nova conta. Nota: Por favor, não crie contas para clientes e fornecedores"
Name of the Monthly Distribution,Nome da distribuição mensal
Named Place,Lugar nomeado
Naming Series,Série de nomeação
Naming Series Prefix,Prefixo da série de nomeação
Naming Series and Price Defaults,Série de nomeação e inadimplência de preços
Naming Series is mandatory,A série de nomeação é obrigatória
Natural Gas,Gás natural
Needs Analysis,Precisa de análise
Negative Batch Quantity,Quantidade negativa de lote
Negative Quantity is not allowed,Quantidade negativa não é permitida
Negative Valuation Rate is not allowed,A taxa de avaliação negativa não é permitida
Negotiation/Review,Negociação/revisão
Net Amount,Valor líquido
Net Amount (Company Currency),Valor líquido (moeda da empresa)
Net Asset value as on,Valor do ativo líquido como em
Net Cash from Financing,Dinheiro líquido do financiamento
Net Cash from Investing,Dinheiro líquido de investir
Net Cash from Operations,Caixa líquida de operações
Net Change in Accounts Payable,Alteração líquida nas contas a pagar
Net Change in Accounts Receivable,Alteração líquida nas contas a receber
Net Change in Cash,Mudança líquida em dinheiro
Net Change in Equity,Mudança líquida no patrimônio líquido
Net Change in Fixed Asset,Alteração líquida no ativo fixo
Net Change in Inventory,Alteração líquida no inventário
Net Hour Rate,Taxa de hora líquida
Net Profit,Lucro líquido
Net Profit/Loss,Lucro/perda líquida
Net Purchase Amount,Valor da compra líquida
Net Rate,Taxa líquida
Net Rate (Company Currency),Taxa líquida (moeda da empresa)
Net Total,Total líquido
Net Total (Company Currency),Total líquido (moeda da empresa)
Net Weight,Peso líquido
Net Weight UOM,Peso líquido UOM
Net total calculation precision loss,Perda de precisão de cálculo total líquido
New,Novo
New Account Name,Novo nome da conta
New Asset Value,Novo valor do ativo
New Assets (This Year),Novos ativos (este ano)
New BOM,New BOM
New Balance In Account Currency,Novo saldo na moeda da conta
New Balance In Base Currency,New Balance na moeda base
New Batch ID (Optional),Novo ID do lote (opcional)
New Batch Qty,Novo Qtty em lote
New Company,Nova empresa
New Cost Center Name,Novo nome do centro de custo
New Customer Revenue,Nova receita de clientes
New Customers,Novos clientes
New Department,Novo departamento
New Employee,Novo funcionário
New Event,Novo evento
New Exchange Rate,Nova taxa de câmbio
New Expenses,Novas despesas
New Income,Nova renda
New Location,Nova localização
New Note,Nova nota
New Purchase Invoice,Nova fatura de compra
New Purchase Orders,Novos pedidos de compra
New Quality Procedure,Novo procedimento de qualidade
New Quotations,Novas citações
New Sales Invoice,Nova fatura de vendas
New Sales Orders,Novos pedidos de vendas
New Sales Person Name,Nome do novo vendedor
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,Novo NO em série não pode ter armazém. O armazém deve ser definido por entrada de stock ou recibo de compra
New Task,Nova tarefa
New Version,Nova versão
New Warehouse Name,Novo nome do armazém
New Workplace,Novo local de trabalho
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},O novo limite de crédito é menor que o valor em circulação atual para o cliente. O limite de crédito deve ser pelo menos {0}
New fiscal year created :- ,Novo ano fiscal criado:-
New invoices will be generated as per schedule even if current invoices are unpaid or past due date,"Novas faturas serão geradas conforme o cronograma, mesmo que as faturas atuais não sejam pagas ou a data de vencimento não paga"
New release date should be in the future,A nova data de lançamento deve estar no futuro
New task,Nova tarefa
New {0} pricing rules are created,Novas regras de preços {0} são criadas
Next,Próximo
Next Depreciation Date,Próxima data de depreciação
Next Due Date,Próxima data de vencimento
Next email will be sent on:,O próximo e-mail será enviado em:
No,Não
No Account matched these filters: {},Nenhuma conta correspondeu a esses filtros: {}
No Action,Sem ação
No Answer,Sem resposta
No Customer found for Inter Company Transactions which represents company {0},Nenhum cliente encontrado para transações entre empresas que representa a empresa {0}
No Customers found with selected options.,Não há clientes encontrados com opções selecionadas.
No Data,Sem dados
No Delivery Note selected for Customer {},Nenhuma nota de entrega selecionada para o cliente {}
No Item with Barcode {0},Nenhum item com código de barras {0}
No Item with Serial No {0},Nenhum item com serial no {0}
No Items selected for transfer.,Nenhum itens selecionados para transferência.
No Items with Bill of Materials to Manufacture,Sem itens com estrutura de produto para fabrico
No Items with Bill of Materials.,Não há itens com estrutura de produtos.
No Matching Bank Transactions Found,Nenhuma transação bancária correspondente encontrada
No Matching Vouchers Found,Nenhum vouchers correspondente encontrado
No Notes,Sem anotações
No Outstanding Invoices found for this party,Nenhuma fatura pendente encontrada para esta festa
No POS Profile found. Please create a New POS Profile first,"Nenhum perfil de POS encontrado. Por favor, crie um novo perfil de POS primeiro"
No Permission,Sem permissão
No Purchase Orders were created,Nenhum pedido de compra foi criado
No Records for these settings.,Sem registros para essas configurações.
No Remarks,Sem comentários
No Selection,Sem seleção
No Serial / Batches are available for return,Nenhum serial / lotes está disponível para devolução
No Stock Available Currently,Nenhum stock disponível atualmente
No Summary,Sem resumo
No Supplier found for Inter Company Transactions which represents company {0},Nenhum fornecedor encontrado para transações entre empresas que representa a empresa {0}
No Tax Withholding data found for the current posting date.,Nenhum dado de retenção de impostos encontrado para a data atual da postagem.
No Terms,Sem termos
No Unreconciled Invoices and Payments found for this party and account,Não há faturas e pagamentos não reconhecidos encontrados para esta parte e conta
No Unreconciled Payments found for this party,Nenhum pagamento não reconhecido encontrado para esta parte
No Work Orders were created,Nenhuma ordens de trabalho foram criadas
No accounting entries for the following warehouses,Sem entradas contábeis para os seguintes armazéns
No active BOM found for item {0}. Delivery by Serial No cannot be ensured,Nenhuma nativa ativa encontrada para o item {0}. Entrega por NO serial não pode ser garantida
No additional fields available,Sem campos adicionais disponíveis
No billing email found for customer: {0},Nenhum email de cobrança encontrado para o cliente: {0}
No catalogs found or an error occurred.,Nenhum catálogo encontrado ou um erro ocorreu.
No contacts with email IDs found.,Nenhum contato com IDs de e-mail encontrados.
No data for this period,Sem dados para este período
No data found. Seems like you uploaded a blank file,Nenhum dado encontrado. Parece que você enviou um arquivo em branco
No data to export,Sem dados para exportar
No description given,Nenhuma descrição dada
No employee was scheduled for call popup,Nenhum funcionário estava agendado para pop -up de chamada
No failed logs,Sem logs com falha
No item available for transfer.,Nenhum item disponível para transferência.
No items are available in sales orders {0} for production,Nenhum itens está disponível em pedidos de vendas {0} para produção
No items are available in the sales order {0} for production,Nenhum itens está disponível na ordem de vendas {0} para produção
No items found. Scan barcode again.,Nenhum itens encontrado. Digitalize o código de barras novamente.
No items in cart,Sem itens no carrinho
No items to be received are overdue,Nenhum itens a serem recebidos está vencido
No matches occurred via auto reconciliation,Nenhuma correspondência ocorreu via reconciliação automática
No material request created,Nenhum pedido de material criado
No more children on Left,Não há mais crianças à esquerda
No more children on Right,Não há mais crianças à direita
No of Docs,Nenhum dos documentos
No of Employees,Nenhum dos funcionários
No of Interactions,Não de interações
No of Months (Expense),Não de meses (despesa)
No of Months (Revenue),Não de meses (receita)
No of Shares,NO de ações
No of Visits,Não de visitas
No open POS Opening Entry found for POS Profile {0}.,Nenhuma entrada aberta de abertura de POS encontrada para o perfil POS {0}.
No open event,Sem evento aberto
No open task,Nenhuma tarefa aberta
No outstanding invoices found,Nenhuma fatura pendente encontrada
No outstanding invoices require exchange rate revaluation,Nenhuma fatura pendente requer reavaliação da taxa de câmbio
No outstanding {0} found for the {1} {2} which qualify the filters you have specified.,Nenhum excelente {0} encontrado para o {1} {2} que qualifica os filtros que você especificou.
No pending Material Requests found to link for the given items.,Nenhum pedido de material pendente encontrado para vincular os itens fornecidos.
No primary email found for customer: {0},Nenhum email primário encontrado para o cliente: {0}
No products found.,Nenhum produto encontrado.
No recent transactions found,Nenhuma transação recente encontrada
No record found,Nenhum registro encontrado
No records found in Allocation table,Nenhum registro encontrado na tabela de alocação
No records found in the Invoices table,Nenhum registro encontrado na tabela de faturas
No records found in the Payments table,Nenhum registro encontrado na tabela de pagamentos
No reserved stock to unreserve.,Nenhum stock reservado para não serve.
No stock ledger entries were created. Please set the quantity or valuation rate for the items properly and try again.,Nenhuma entradas de contabilidade foi criada. Defina a quantidade ou taxa de avaliação para os itens corretamente e tente novamente.
No stock transactions can be created or modified before this date.,Nenhuma transação de stock pode ser criada ou modificada antes desta data.
No values,Sem valores
No {0} Accounts found for this company.,Não {0} contas encontradas para esta empresa.
No {0} found for Inter Company Transactions.,Não {0} encontrado para transações entre empresas.
No.,Não.
No. of Employees,No. de funcionários
No. of parallel job cards which can be allowed on this workstation. Example: 2 would mean this workstation can process production for two Work Orders at a time.,No. de cartões de trabalho paralelos que podem ser permitidos nesta estação de trabalho. Exemplo: 2 significaria que esta estação de trabalho pode processar a produção de duas ordens de serviço por vez.
Non Conformance,Não conformidade
Non Depreciable Category,Categoria não depreciável
Non Profit,Sem lucro
Non stock items,Itens não stocks
Non-Zeros,Muito zuros
None,Nenhum
None of the items have any change in quantity or value.,Nenhum dos itens tem alguma alteração em quantidade ou valor.
Nos,Nos
Not Allowed,Não é permitido
Not Applicable,Não aplicável
Not Available,Não disponível
Not Billed,Não cobrado
Not Delivered,Não entregue
Not Initiated,Não iniciado
Not Permitted,Não permitido
Not Requested,Não solicitado
Not Specified,Não especificado
Not Started,Não começou
Not active,Não ativo
Not allow to set alternative item for the item {0},Não permitir definir item alternativo para o item {0}
Not allowed to create accounting dimension for {0},Não é permitido criar dimensão contábil para {0}
Not allowed to update stock transactions older than {0},Não tem permissão para atualizar as transações de stock mais antigas que {0}
Not authorized since {0} exceeds limits,Não autorizado desde {0} excede os limites
Not authorized to edit frozen Account {0},Não autorizado a editar a conta congelada {0}
Not in Stock,Não em stock
Not in stock,Não em stock
Not permitted,Não permitido
Note,Observação
Note: Automatic log deletion only applies to logs of type <i>Update Cost</i>,Nota: A exclusão automática de log se aplica apenas a logs do tipo <i> Atualizar custo </i>
Note: Due Date exceeds allowed {0} credit days by {1} day(s),Nota: A data de vencimento excede os dias de crédito permitido {0} por {1} dia (s)
Note: Email will not be sent to disabled users,NOTA: O email não será enviado para usuários deficientes
"Note: If you want to use the finished good {0} as a raw material, then enable the 'Do Not Explode' checkbox in the Items table against the same raw material.","NOTA: Se você deseja usar o bom {0} como matéria -prima, ative a caixa de seleção 'Não exploda' na tabela de itens contra a mesma matéria -prima."
Note: Item {0} added multiple times,Nota: Item {0} adicionado várias vezes
Note: On checking Is Mandatory the accounting dimension will become mandatory against that specific account for all accounting transactions,"NOTA: Na verificação é obrigatória, a dimensão contábil se tornará obrigatória contra essa conta específica de todas as transações contábeis"
Note: Payment Entry will not be created since 'Cash or Bank Account' was not specified,"NOTA: A entrada de pagamento não será criada, pois 'Cash ou Bank Conta' não foi especificada"
Note: This Cost Center is a Group. Cannot make accounting entries against groups.,Nota: Este centro de custo é um grupo. Não pode fazer entradas contábeis contra grupos.
"Note: To merge the items, create a separate Stock Reconciliation for the old item {0}","Nota: Para mesclar os itens, crie uma reconciliação de stock separada para o item antigo {0}"
Note: {0},Nota: {0}
Notes,Notas
Notes HTML,Notas html
Notes: ,Notas:
Nothing is included in gross,Nada está incluído no bruto
Nothing more to show.,Nada mais para mostrar.
Notice (days),Aviso (dias)
Notify Customers via Email,Notifique os clientes por e-mail
Notify Employee,Notificar o funcionário
Notify Other,Notificar outro
Notify Reposting Error to Role,Notificar o erro de reposição para a função
Notify Supplier,Notificar o fornecedor
Notify Via Email,Notificar por e-mail
Notify by Email on Creation of Automatic Material Request,Notificar por e-mail sobre a criação de solicitação automática de material
Notify customer and agent via email on the day of the appointment.,Notifique o cliente e o agente por e-mail no dia da consulta.
Number of Concurrent Appointments,Número de compromissos simultâneos
Number of Days,Número de dias
Number of Interaction,Número de interação
Number of Order,Número de ordem
Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,Número de dias após a data da fatura ter decorrido antes de cancelar a assinatura ou marcar a assinatura como não paga
Number of days appointments can be booked in advance,Número de dias de compromissos podem ser reservados com antecedência
Number of days that the subscriber has to pay invoices generated by this subscription,Número de dias que o assinante deve pagar faturas geradas por esta assinatura
"Number of intervals for the interval field e.g if Interval is 'Days' and Billing Interval Count is 3, invoices will be generated every 3 days","Número de intervalos para o campo de intervalo, por exemplo, se o intervalo for 'dias' e a contagem de intervalos de cobrança for 3, as faturas serão geradas a cada 3 dias"
"Number of new Account, it will be included in the account name as a prefix","Número de nova conta, ele será incluído no nome da conta como um prefixo"
"Number of new Cost Center, it will be included in the cost center name as a prefix","Número de novo centro de custo, ele será incluído no nome do centro de custo como um prefixo"
Numeric,Numérico
Numeric Inspection,Inspeção numérica
Numeric Values,Valores numéricos
Numero has not set in the XML file,Numero não definiu no arquivo XML
O+,O+
O-,O-
Objective,Objetivo
Objectives,Objetivos
Odometer Value (Last),Valor do odômetro (último)
Off,Desligado
Offer Date,Data de oferta
Office Equipment,Equipamento de escritório
Office Maintenance Expenses,Despesas de manutenção do escritório
Office Rent,Aluguel de escritório
Offsetting Account,Conta de compensação
Offsetting for Accounting Dimension,Compensação para dimensão contábil
Old Parent,Velho pai
Oldest Of Invoice Or Advance,Mais antigo da fatura ou avanço
On Hold,Em espera
On Hold Since,Em espera desde então
On Item Quantity,Na quantidade do item
On Net Total,No total líquido
On Paid Amount,No valor pago
On Previous Row Amount,No valor da linha anterior
On Previous Row Total,Na linha anterior total
On This Date,Nesta data
On Track,No caminho certo
On enabling this cancellation entries will be posted on the actual cancellation date and reports will consider cancelled entries as well,"Ao ativar, essas entradas de cancelamento serão publicadas na data real do cancelamento e os relatórios também considerarão as entradas canceladas"
"On expanding a row in the Items to Manufacture table, you'll see an option to 'Include Exploded Items'. Ticking this includes raw materials of the sub-assembly items in the production process.","Ao expandir uma linha nos itens para fabricar a tabela, você verá uma opção para 'incluir itens explodidos'. Ticking Isso inclui matérias-primas dos itens da submontagem no processo de produção."
"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.","No envio da transação de stock, o System criará automaticamente o pacote de serial e lote com base nos campos de no / lote serial."
On-machine press checks,Verificações de imprensa na máquina
"Once set, this invoice will be on hold till the set date","Uma vez definido, esta fatura ficará em espera até a data definida"
Once the Work Order is Closed. It can't be resumed.,Depois que a ordem de serviço estiver fechada. Não pode ser retomado.
One customer can be part of only single Loyalty Program.,Um cliente pode fazer parte do apenas um programa de fidelidade única.
Ongoing Job Cards,Cartões de trabalho em andamento
Only 'Payment Entries' made against this advance account are supported.,Somente 'entradas de pagamento' feitas contra essa conta antecipada são suportadas.
Only CSV and Excel files can be used to for importing data. Please check the file format you are trying to upload,Somente arquivos CSV e Excel podem ser usados para importar dados. Verifique o formato do arquivo que você está tentando fazer upload
Only Deduct Tax On Excess Amount ,Apenas deduzir o imposto sobre o valor excessivo
Only Include Allocated Payments,Incluir apenas pagamentos alocados
Only Parent can be of type {0},Somente pai pode ser do tipo {0}
Only Value available for Payment Entry,Somente valor disponível para entrada de pagamento
Only applies for Normal Payments,Aplica -se apenas para pagamentos normais
Only existing assets,Apenas ativos existentes
Only leaf nodes are allowed in transaction,Apenas nós de folha são permitidos na transação
Only one {0} entry can be created against the Work Order {1},Apenas uma entrada {0} pode ser criada contra a ordem de serviço {1}
Only show Customer of these Customer Groups,Mostrar apenas o cliente desses grupos de clientes
Only show Items from these Item Groups,Mostrar apenas itens desses grupos de itens
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}|||Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","Somente valores entre [0,1) são permitidos. Como {0,00, 0,04, 0,09, ...} ||| ex: Se a subsídio for definida em 0,07, contas que possuem saldo de 0,07 em qualquer uma das moedas serão consideradas como conta de saldo zero"
Only {0} are supported,Somente {0} são suportados
Open,Aberto
Open Activities HTML,Atividades abertas html
Open BOM {0},Open Bom {0}
Open Call Log,Log de chamada aberta
Open Contact,Contato aberto
Open Event,Evento aberto
Open Events,Eventos abertos
Open Form View,Vista de forma aberta
Open Issues,Questões abertas
Open Issues ,Questões abertas
Open Item {0},Item aberto {0}
Open Notifications,Notificações abertas
Open Projects,Projetos abertos
Open Projects ,Projetos abertos
Open Quotations,Citações abertas
Open Sales Orders,Pedidos de vendas abertas
Open Task,Tarefa aberta
Open Tasks,Abra tarefas
Open To Do,Aberto a fazer
Open To Do ,Aberto a fazer
Open Work Order {0},Ordem de serviço aberto {0}
Open Work Orders,Ordens de serviço aberto
Open a new ticket,Abra um novo ingresso
Opening,Abertura
Opening (Cr),Abertura (CR)
Opening (Dr),Abertura (dr)
Opening Accumulated Depreciation,Abertura da depreciação acumulada
Opening Amount,Valor de abertura
Opening Balance,Balanço de abertura
Opening Balance Details,Detalhes do saldo de abertura
Opening Balance Equity,Equidade de equilíbrio de abertura
Opening Date,Data de abertura
Opening Entry,Entrada de abertura
Opening Entry can not be created after Period Closing Voucher is created.,A entrada de abertura não pode ser criada após a criação do voucher de fechamento do período.
Opening Invoice Creation In Progress,Criação de fatura de abertura em andamento
Opening Invoice Creation Tool,Ferramenta de criação de fatura de abertura
Opening Invoice Creation Tool Item,Item da ferramenta de criação de fatura de abertura
Opening Invoice Item,Item de fatura de abertura
"Opening Invoice has rounding adjustment of {0}.<br><br> '{1}' account is required to post these values. Please set it in Company: {2}.<br><br> Or, '{3}' can be enabled to not post any rounding adjustment.","A fatura de abertura possui ajuste de arredondamento de {0}. <br> <br> '{1}' A conta é necessária para postar esses valores. Defina -o na empresa: {2}. <br> <br> ou, '{3}' pode ser ativado para não publicar nenhum ajuste de arredondamento."
Opening Invoices,Abrindo faturas
Opening Invoices Summary,Resumo das faturas de abertura
Opening Number of Booked Depreciations,Número de abertura de depreciações reservadas
Opening Purchase Invoices have been created.,As faturas de compra de abertura foram criadas.
Opening Qty,Qtdy de abertura
Opening Sales Invoices have been created.,As faturas de vendas de abertura foram criadas.
Opening Stock,Stock de abertura
Opening Time,Horário de abertura
Opening Value,Valor de abertura
Operating Cost,Custo operacional
Operating Cost (Company Currency),Custo operacional (moeda da empresa)
Operating Cost Per BOM Quantity,Custo operacional por quantidade BOM
Operating Cost as per Work Order / BOM,Custo operacional conforme a ordem de serviço / nascimento
Operating Cost(Company Currency),Custo operacional (moeda da empresa)
Operating Costs,Custos operacionais
Operation,Operação
Operation & Materials,Operação e Materiais
Operation Cost,Custo de operação
Operation Description,Descrição da operação
Operation ID,ID da operação
Operation Id,ID da operação
Operation Row ID,Operação ID da linha
Operation Row Id,Operação ID da linha
Operation Row Number,Número da linha da operação
Operation Time,Tempo de operação
Operation Time must be greater than 0 for Operation {0},O tempo de operação deve ser maior que 0 para a operação {0}
Operation completed for how many finished goods?,Operação concluída por quantos produtos acabados?
Operation time does not depend on quantity to produce,O tempo de operação não depende da quantidade para produzir
Operation {0} added multiple times in the work order {1},Operação {0} adicionada várias vezes na ordem de serviço {1}
Operation {0} does not belong to the work order {1},Operação {0} não pertence à ordem de serviço {1}
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Operação {0} mais do que qualquer horário de trabalho disponível na estação de trabalho {1}, divida a operação em várias operações"
